Registration,Make,Model,Color,Year,EngineSize
WE11XUD,Volkswagen,Touran,Black,2011,1397
WE18PGU,Mini,Cooper,Yellow,2018,1700
WEL884F,Audi,A6,Red,1977,1396
WEV656B,Citroen,C4,Grey,1981,1498
WF11JYU,Ford,Focus,White,2011,998
WF17TRR,Vauxhall,Mokka,Red,2017,1300
WFR237C,Citroen,C4,Red,1980,1796
WG10NCD,Hyundai,I20,Gold,2010,1400
WG14WPF,Vauxhall,Viva,Green,2014,1198
WG19EMD,Bmw,X5,Yellow,2019,1599
WGF969C,Ford,Kuga,Silver,1980,1597
WGP151B,Ford,Ka,Yellow,1981,1700
WGT379I,Audi,Q7,Gold,1974,1496
WGV676L,Hyundai,I20,Orange,1971,1900
WH06VTX,Audi,Q3,Yellow,2006,1395
WH10MWW,Citroen,C4,Orange,2010,1495
WH11MVH,Vauxhall,Corsa,Yellow,2011,1298
WH13VBW,Vauxhall,Astra,Yellow,2013,1497
WH17KPH,Volkswagen,Polo,Purple,2017,1499
WH17YDG,Skoda,Octavia,Blue,2017,1499
WHR132D,Bmw,X1,Silver,1979,1999
WHX226I,Vauxhall,Corsa,Grey,1974,1295
WJ02VYD,Porsche,Macan,Black,2002,1600
WJ08CDK,Audi,A3,Red,2008,1699
WJ14LFC,Nissan,Pulsar,Grey,2014,1599
WJ18DER,Mazda,2,Black,2018,1500
WJK134E,Kia,Picanto,Turquoise,1978,1597
WJR121H,Audi,Tt,Grey,1975,1096
WJU143C,Renault,Captur,Purple,1980,1196
WK12RGJ,Fiat,500,Gold,2012,1596
WK13NBL,Kia,Sportage,Yellow,2013,1800
WKA369B,Nissan,Micra,Purple,1981,1599
WKA741L,Nissan,Micra,Red,1971,1797
WKB920K,Volkswagen,Polo,Red,1972,1595
WKM216L,Ford,Focus,Blue,1971,1795
WKY318D,Ford,Fiesta,Gold,1979,1195
WL01DAM,Ford,Mondeo,Blue,2001,1800
WL06PMH,Nissan,Micra,Gold,2006,1298
WL08KTL,Skoda,Fabia,White,2008,1596
WL09RHX,Fiat,500,Orange,2009,1596
WL12BKT,Ford,Ka,Blue,2012,1795
WL16NXJ,Ford,Kuga,Orange,2016,1298
WLA246J,Peugeot,308,Green,1973,1699
WLR102C,Citroen,C4,White,1980,1500
WM07EXB,Jeep,Cherokee,White,2007,1695
WM09WEA,Vauxhall,Astra,Black,2009,1497
WM15FWN,Kia,Sportage,Green,2015,1698
WM20WLB,Vauxhall,Astra,Grey,2020,1596
WM20XYK,Mazda,2,Gold,2020,1400
WMH989J,Audi,A1,Blue,1973,1300
WMK171G,Volkswagen,Up,Grey,1976,1199
WMT212F,Skoda,Octavia,Gold,1977,1196
WN06RAC,Volvo,V50,Purple,2006,1297
WN07YKW,Vauxhall,Astra,Orange,2007,1900
WN13XEL,Citroen,C1,Black,2013,1298
WN16DLC,Toyota,Avensis,White,2016,1299
WN19WMW,Ford,Fiesta,Blue,2019,1297
WNE617J,Volkswagen,Golf,Turquoise,1973,1500
WNG852I,Renault,Clio,White,1974,1599
WNM630C,Mini,Cooper,Turquoise,1980,1899
WNW732J,Ford,Focus,Grey,1973,1598
WP03UAT,Skoda,Fabia,Turquoise,2003,1997
WP07VGR,Vauxhall,Astra,Purple,2007,1295
WP12PUM,Vauxhall,Astra,Red,2012,1798
WP18JFW,Ford,Focus,Blue,2018,1398
WPC986D,Audi,A3,Blue,1979,1600
WPL650E,Kia,Sportage,Silver,1978,1398
WPY831D,Ford,Fiesta,Blue,1979,1297
WR03FPD,Vauxhall,Mokka,Yellow,2003,1499
WR04EXG,Suzuki,Swift,Orange,2004,1500
WR05BXN,Vauxhall,Astra,Orange,2005,1596
WR05XRM,Bmw,X5,Green,2005,1898
WR11DNW,Ford,Mondeo,Blue,2011,1698
WR15YMK,Ford,Focus,Grey,2015,1395
WR20NKR,Citroen,C1,Blue,2020,1495
WRL464I,Vauxhall,Corsa,Purple,1974,1498
WRN330G,Ford,Ka,Red,1976,1295
WRT124G,Vauxhall,Insignia,Purple,1976,1799
WRU942G,Honda,Jazz,Red,1976,1498
WT05FBV,Hyundai,I30,Yellow,2005,1595
WT14UPC,Ford,Fiesta,Purple,2014,1700
WT20BCF,Skoda,Yeti,Red,2020,1600
WT20CUL,Peugeot,206,Black,2020,1500
WTU512G,Ford,Fiesta,Black,1976,1400
WU02DFV,Daihatsu,Materia,Green,2002,1795
WU03KAF,Audi,A4,Silver,2003,1697
WU07EVG,Skoda,Octavia,Turquoise,2007,1397
WU16BLL,Volvo,Xc70,Yellow,2016,1799
WU19XKP,Volkswagen,Touran,Silver,2019,1795
WUJ562I,Renault,Clio,Red,1974,1599
WUK794I,Audi,Tt,Orange,1974,2095
WV14BME,Fiat,Panda,Gold,2014,1397
WV17BRM,Seat,Ibiza,White,2017,1400
WV17FRD,Nissan,Micra,Purple,2017,1500
WV20KTF,Kia,Rio,Yellow,2020,1295
WVU534K,Ford,Mondeo,Purple,1972,1398
WVW293I,Audi,S3,Green,1974,1497
WW01TKW,Ford,Fiesta,Blue,2001,1500
WW01XXV,Peugeot,308,Red,2001,1500
WW08BMR,Volkswagen,Golf,Grey,2008,1097
WW10EHD,Seat,Leon,Red,2010,1699
WW14UFB,Audi,A1,White,2014,1298
WWV779C,Nissan,Qashqai,Orange,1980,1295
WX08DBT,Peugeot,206,Black,2008,1297
WX10AXT,Ford,Fusion,White,2010,1799
WX11FDB,Renault,Clio,Yellow,2011,1295
WX16AYU,Mini,Countryman,Grey,2016,1595
WXG845J,Honda,Crv,Grey,1973,1599
WXL367B,Vauxhall,Mokka,Red,1981,1797
WXT633C,Ford,Focus,Grey,1980,1698
WY06HXK,Skoda,Octavia,Gold,2006,1496
WY08BKV,Ford,Focus,Purple,2008,1396
WY10FUF,Bmw,X3,Gold,2010,1800
WY20JFR,Volvo,Xc60,Green,2020,1696
WYU959I,Porsche,Macan,Turquoise,1974,1797
WYX244G,Mitsubishi,Asx,Green,1976,1898
XAD424K,Mini,Cooper,Grey,1972,1299
XAL677G,Audi,A4,Black,1976,1797
XAM264I,Citroen,C3,Turquoise,1974,1399
XAP251D,Vauxhall,Astra,Black,1979,1700
XAP614C,Ford,Fiesta,Turquoise,1980,1899
XAY484E,Honda,Civic,Orange,1978,1296
XB04FGC,Hyundai,Coupe,Red,2004,1597
XB13FLF,Ford,Fiesta,Red,2013,1596
XB13NAV,Ford,Fiesta,Orange,2013,1498
XB15MBM,Hyundai,I10,White,2015,1596
XB18BNG,Jeep,Cherokee,White,2018,1097
XC12FGE,Hyundai,Ioniq,Turquoise,2012,1396
XC18PGK,Fiat,Tipo,Grey,2018,1397
XD04DJB,Skoda,Fabia,Purple,2004,1600
XD07DLK,Volkswagen,Tiguan,Gold,2007,1600
XD07FVJ,Nissan,Qashqai,Yellow,2007,1498
XDM179J,Ford,Fiesta,Purple,1973,1398
XDW936B,Volkswagen,Golf,Red,1981,1698
XDY133G,Renault,Zoe,Black,1976,1697
XE02EXK,Ford,Mondeo,Gold,2002,1698
XE04TGY,Mini,Cooper,Grey,2004,1897
XE14BCU,Porsche,Cayenne,Blue,2014,1795
XED522J,Toyota,Yaris,Silver,1973,1400
XEP876K,Hyundai,Ioniq,Yellow,1972,1399
XEV511K,Porsche,Cayman,Turquoise,1972,1500
XF03DPR,Skoda,Citigo,Green,2003,1796
XF14RLR,Austin,Mini,Blue,2014,1696
XFC266B,Bmw,X1,Orange,1981,1300
XFC564K,Kia,Sportage,Gold,1972,1897
XG05FTD,Ford,Focus,Green,2005,1999
XG06DFC,Volkswagen,Passat,Turquoise,2006,1797
XG09TRD,Renault,Captur,Turquoise,2009,1695
XG10MMY,Audi,A1,Grey,2010,1399
XG12ECJ,Bmw,X1,Black,2012,1600
XG13PGA,Peugeot,2008,Orange,2013,1699
XG16YBK,Volkswagen,Golf,Yellow,2016,1595
XGC401K,Lexus,Is200,Green,1972,1199
XGC743I,Seat,Ibiza,Grey,1974,1497
XGW733J,Mg,Mgb,Blue,1973,1597
XH06HYR,Vauxhall,Corsa,Green,2006,1700
XH15VMY,Audi,A1,Grey,2015,1395
XH17VUE,Honda,Civic,Purple,2017,1496
XH20VML,Nissan,Qashqai,Green,2020,1598
XJ11HMT,Volkswagen,Passat,Purple,2011,1099
XJ14MGL,Audi,Q5,White,2014,1596
XJ15JAP,Volkswagen,Golf,Turquoise,2015,1300
XJ19FLE,Citroen,C1,Yellow,2019,1696
XJA176L,Mg,Magnette,Gold,1971,1500
XJW186E,Vauxhall,Corsa,Gold,1978,1498
XK02LMD,Citroen,C2,Green,2002,1199
XK04WUB,Audi,A6,Purple,2004,1699
XK06JFX,Volkswagen,Touran,Green,2006,1598
XK13LHW,Toyota,Rav4,Blue,2013,1699
XK18UGP,Audi,A6,Orange,2018,1600
XK19BFX,Citroen,C4,Orange,2019,1498
XKT293H,Honda,Civic,Yellow,1975,1895
XKU973G,Nissan,Qashqai,Gold,1976,1595
XKW573L,Nissan,Qashqai,Orange,1971,1296
XLD130H,Fiat,500,Blue,1975,1400
XLX211L,Ford,Focus,Silver,1971,1396
XM12KWC,Mitsubishi,Asx,Green,2012,1497
XM20KUU,Toyota,Avensis,Silver,2020,1596
XME529D,Skoda,Fabia,Black,1979,1299
XMR939H,Volkswagen,Polo,Red,1975,1399
XN06JAH,Vauxhall,Meriva,White,2006,1696
XN18LYF,Nissan,Qashqai,Blue,2018,1296
XNX296B,Ford,Ecosport,Yellow,1981,1699
XNX739J,Audi,Tts,Purple,1973,1197
XP01UKG,Volkswagen,Polo,Turquoise,2001,1597
XP15CXY,Skoda,Octavia,White,2015,1895
XPD104D,Ford,Fiesta,Orange,1979,1600
XPF590E,Skoda,Octavia,Turquoise,1978,1495
XPP838F,Nissan,Micra,Gold,1977,1599
XR03HDL,Volvo,V70,Blue,2003,1799
XR07FKR,Volkswagen,Golf,White,2007,1299
XR08GCV,Audi,A1,Yellow,2008,1495
XR10FRV,Fiat,500,Yellow,2010,1096
XR11NPG,Volkswagen,Golf,Purple,2011,1696
XR15CAP,Vauxhall,Agila,Purple,2015,1800
XR15CJE,Kia,Niro,Turquoise,2015,1796
XR15UNX,Audi,S3,Orange,2015,1498
XR16VNE,Toyota,Yaris,Red,2016,1700
XT02TAB,Seat,Leon,Silver,2002,1496
XT06JGA,Peugeot,206,Yellow,2006,1699
XT14PUH,Ford,Fiesta,Grey,2014,1796
XT16HKK,Mazda,6,Purple,2016,1696
XTA247H,Vauxhall,Zafira,Black,1975,1396
XTN572L,Hyundai,Ix35,Blue,1971,1400
XTN712F,Vauxhall,Zafira,Orange,1977,1595
XU03JEC,Nissan,Juke,Purple,2003,1495
XU12JEE,Ford,Ka,Blue,2012,1900
XU16WUL,Renault,Scenic,Purple,2016,1096
XU16WYC,Dacia,Duster,Grey,2016,1200
XUH235D,Volkswagen,Polo,Black,1979,1297
XUT686E,Honda,Civic,Silver,1978,1395
XV03RGN,Nissan,Micra,Blue,2003,1596
XV07EDA,Audi,A4,Blue,2007,1596
XV11HXA,Renault,Captur,Green,2011,1396
XV13WJL,Volkswagen,Polo,Red,2013,1395
XV14DTL,Volkswagen,Tiguan,Silver,2014,1596
XV15ECB,Vauxhall,Corsa,White,2015,1597
XV18ADW,Volkswagen,Polo,Turquoise,2018,1797
XVD182F,Ford,Mondeo,Orange,1977,1695
XVX656F,Bmw,X3,Black,1977,1499
XW02VYY,Skoda,Octavia,Orange,2002,1599
XW03CKM,Nissan,Qashqai,Silver,2003,1498
XW08XJY,Fiat,500,Purple,2008,1599
XW09DXN,Subaru,Forester,Purple,2009,1499
XW12WCU,Honda,Crv,Purple,2012,1696
XW14BNW,Ford,Fiesta,Grey,2014,1300
XW14EWX,Peugeot,Partner,Green,2014,1797
XW16JNP,Renault,Clio,Turquoise,2016,895
XW17XJH,Ssangyong,Korando,Grey,2017,1799
XWG946D,Hyundai,I800,Yellow,1979,1396
XX10LAV,Ford,Fiesta,Yellow,2010,1599
XX12NJN,Skoda,Superb,Yellow,2012,1596
XX18WNE,Renault,Clio,Yellow,2018,1995
XXA607E,Volvo,S60,White,1978,1696
XXD873I,Honda,Jazz,Silver,1974,1495
XXT597C,Seat,Ibiza,Green,1980,1395
XY12WEF,Nissan,Primera,Grey,2012,1497
XYG855H,Volkswagen,Golf,Orange,1975,1497
XYM855E,Ford,Ka,Gold,1978,1299
YA05TVK,Mini,Cooper,Purple,2005,1396
YA07BTC,Vauxhall,Corsa,Turquoise,2007,1299
YA10TBR,Chrysler,Voyager,Green,2010,1697
YA17BTT,Peugeot,2008,Grey,2017,1195
YB06FVP,Volkswagen,Tiguan,Yellow,2006,1697
YB08TCJ,Skoda,Citigo,Gold,2008,1299
YB12TDU,Suzuki,Celerio,Black,2012,1997
YB16XYF,Renault,Megane,Gold,2016,1797
YB19DAH,Bmw,M1,Black,2019,1597
YBD657I,Seat,Leon,Green,1974,1399
YBM237I,Volvo,Xc90,Gold,1974,1698
YBM777C,Ford,Kuga,Black,1980,1698
YC13MTP,Ford,Mondeo,Yellow,2013,1699
YC15DWR,Peugeot,2008,Red,2015,1598
YD03YJR,Volkswagen,Polo,Blue,2003,1398
YD14UHR,Ford,Focus,Grey,2014,1497
YD16KKX,Ford,Fiesta,Black,2016,1196
YD16MYH,Toyota,Corolla,Orange,2016,1597
YDB100C,Nissan,Qashqai,Silver,1980,1996
YDF927G,Ford,Focus,White,1976,1600
YDG691G,Volvo,V50,Red,1976,1296
YE01MJE,Nissan,Qashqai,White,2001,1797
YE12WJE,Mazda,Cx5,Orange,2012,1499
YE17NUV,Volkswagen,Golf,White,2017,1795
YE20JRC,Nissan,Qashqai,Purple,2020,1898
YEB223G,Vauxhall,Astra,Silver,1976,1096
YEL743D,Seat,Ateca,Black,1979,1398
YET798C,Kia,Venga,Orange,1980,1797
YF03VHG,Ford,Focus,Green,2003,1495
YF07LAK,Ford,Fiesta,Blue,2007,1598
YF12CAD,Volkswagen,Tiguan,Red,2012,1800
YF14BDD,Suzuki,Ignis,White,2014,1397
YF15LLL,Volkswagen,Golf,Black,2015,1299
YF16GEL,Volkswagen,Tiguan,White,2016,1595
YF19XMC,Hyundai,I10,Blue,2019,1596
YFH417L,Citroen,C1,Yellow,1971,1599
YG02GVL,Nissan,Primastar,Silver,2002,1698
YG08NGC,Volkswagen,Golf,Turquoise,2008,1595
YG08YXF,Suzuki,Swift,Yellow,2008,1400
YG09KGK,Ford,Fiesta,Yellow,2009,1500
YG10TFN,Hyundai,I30,Gold,2010,1700
YG12VUT,Toyota,Aygo,Purple,2012,1495
YGE773D,Mazda,Cx5,Purple,1979,1897
YH04EWX,Jeep,Cherokee,Purple,2004,1398
YH06DFJ,Ford,Independence,Turquoise,2006,1400
YH17AVK,Ford,Mondeo,Grey,2017,1399
YH18EWR,Morris,Mini,Silver,2018,2098
YH20ADU,Seat,Leon,Green,2020,1597
YH20HVM,Ford,Fiesta,Orange,2020,1499
YHA493C,Seat,Ateca,Purple,1980,1799
YHC181F,Vauxhall,Meriva,Red,1977,1597
YHG249K,Vauxhall,Corsa,Silver,1972,1295
YJ02DPA,Nissan,Juke,Red,2002,1598
YJ10KUD,Bmw,Z4,Silver,2010,1695
YJ14XEX,Skoda,Octavia,Purple,2014,1300
YJ19JCU,Vauxhall,Corsa,Blue,2019,1800
YK13JMJ,Nissan,Juke,Red,2013,1400
YK20ANH,Ford,Focus,White,2020,1199
YKH470B,Hyundai,I30,Black,1981,1300
YKT872J,Volkswagen,Bora,Turquoise,1973,1699
YL08RJX,Ford,Focus,Purple,2008,1400
YL11UJE,Audi,Q5,White,2011,1895
YL16FDB,Honda,Crv,Purple,2016,1397
YL17CJX,Volkswagen,Passat,Turquoise,2017,1598
YLR251K,Vauxhall,Mokka,Red,1972,1296
YLR607C,Mini,Countryman,Blue,1980,1596
YLT106G,Vauxhall,Corsa,White,1976,1596
YM02LAV,Honda,Jazz,Turquoise,2002,1699
YM12HYB,Volkswagen,Transporter,Turquoise,2012,1496
YMC616D,Vauxhall,Corsa,Orange,1979,1297
YN01EUY,Hyundai,I20,Black,2001,1400
YN17UBG,Nissan,Juke,Yellow,2017,1699
YNF930F,Citroen,C2,Grey,1977,1500
YNY173L,Volvo,Xc60,White,1971,1397
YP07XVJ,Vauxhall,Grandland,Black,2007,1497
YP15NJF,Seat,Ibiza,Grey,2015,1395
YP15XKB,Peugeot,106,Black,2015,1795
YPY104F,Vauxhall,Astra,Red,1977,1696
YR06GJP,Hyundai,I10,Red,2006,1995
YR08CEY,Ford,Tourneo,Red,2008,1697
YR11EYU,Honda,Jazz,Grey,2011,1400
YR12HEC,Audi,A1,Silver,2012,1695
YR17GBH,Audi,A4,Yellow,2017,999
YT06DNF,Ford,Focus,Grey,2006,1396
YT15BXR,Volkswagen,Polo,Gold,2015,1496
YT19WDC,Ford,Fiesta,Turquoise,2019,1696
YTM583G,Peugeot,207,Green,1976,1698
YTV547I,Skoda,Yeti,Green,1974,1300
YU07DNH,Peugeot,3008,Orange,2007,1698
YU09RGD,Hyundai,I20,Turquoise,2009,1399
YU10ARW,Peugeot,308,Green,2010,1495
YU12NMP,Ford,Ecosport,Yellow,2012,1900
YU12XVU,Volkswagen,Passat,Grey,2012,1695
YU17KHH,Ford,Kuga,Grey,2017,1598
YUC674J,Hyundai,I10,Grey,1973,1698
YUW684C,Vauxhall,Zafira,White,1980,1695
YV03JXB,Citroen,C3,Green,2003,1396
YV07FJW,Ford,Fiesta,Red,2007,1700
YV13KFW,Vauxhall,Astra,Silver,2013,1597
YV16DGT,Vauxhall,Corsa,Silver,2016,1700
YW09LMA,Hyundai,I10,Orange,2009,1595
YW19DXR,Peugeot,2008,Blue,2019,1596
YWB335C,Toyota,Aygo,Gold,1980,1900
YWD469K,Vauxhall,Astra,Silver,1972,1097
YWG920I,Volkswagen,Beetle,Turquoise,1974,1197
YWG977F,Ford,Fusion,Grey,1977,1499
YWJ359G,Audi,TT,Yellow,1976,1395
YWU358E,Volkswagen,Touareg,Yellow,1978,1798
YX02HFP,Ford,Focus,Black,2002,1698
YX08FGF,Volkswagen,Passat,Blue,2008,1000
YX09MKT,Ford,Focus,Yellow,2009,1295
YX19RWN,Vauxhall,Corsa,Blue,2019,1698
YX20XVA,Audi,A6,Turquoise,2020,1500
YXB900J,Mini,One,Silver,1973,1897
YXT259I,Ford,Fiesta,Grey,1974,1897
YY10PDB,Volvo,Xc60,Green,2010,1500
YY17JHA,Hyundai,Amica,Black,2017,1695
YY18MGH,Seat,Leon,Gold,2018,1498
YYD858D,Volkswagen,Polo,Blue,1979,1695
YYJ350D,Vauxhall,Corsa,Black,1979,1797
